keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
American,2021,223662,2021.89.40,"Site of the Epicenter of the Bomb Blast near the Heart of the City. A Japanese Soldier Walks Where an Army Barracks Once Stood, Hiroshima, Japan","September, 1945",gelatin silver print,"image: 28 × 26.7 cm (11 × 10 1/2 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, upper center in graphite: Wayne F. Miller; by artist, lower center in graphite: TR-15619; lower right printing notes; center stamped in blue ink inverted: © WAYNE F. MILLER; by unknown hand, bottom left in graphite: 121.587.3.08",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/751c07a0-40bf-41bd-bcc4-e319a7a39ebd/full/full/0/default.jpg,751c07a0-40bf-41bd-bcc4-e319a7a39ebd,751c07a0-40bf-41bd-bcc4-e319a7a39ebd
Woman,2021,223626,2021.89.4,"Woman Smoking, Chicago, Illinois",1946,gelatin silver print,"image: 34.1 × 27 cm (13 7/16 × 10 5/8 in.)
sheet: 35.2 × 28 cm (13 7/8 × 11 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; center stamped in blue ink: Photograph By Wayne F. Miller; possibly by artist, center in blue pencil: 252-4; lower right stamped in blue ink: © WAYNE F. MILLER; by unknown hand, bottom right in graphite: 121.449.3.07",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/c8ccf303-2132-43df-baeb-bfe20ddbf64d/full/full/0/default.jpg,c8ccf303-2132-43df-baeb-bfe20ddbf64d,c8ccf303-2132-43df-baeb-bfe20ddbf64d
American,2021,223661,2021.89.39,"Franklin D. Roosevelt Funeral, Washington, DC","April 15, 1945",gelatin silver print,"image: 27.2 × 27.2 cm (10 11/16 × 10 11/16 in.)
sheet: 35.3 × 28 cm (13 7/8 × 11 in.)","on verso, possibly signed by artist, center in green crayon: Wayne Miller / 42; by artist, bottom center in graphite: TR-13227; bottom right printing notes",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/69f8a2af-79e9-422d-b42d-edaff69f859d/full/full/0/default.jpg,69f8a2af-79e9-422d-b42d-edaff69f859d,69f8a2af-79e9-422d-b42d-edaff69f859d
American,2021,223660,2021.89.38,"Franklin D. Roosevelt Funeral, Washington, DC","April 15, 1945",gelatin silver print,"image: 26.8 × 27.1 cm (10 9/16 × 10 11/16 in.)
sheet: 35.3 × 28 cm (13 7/8 × 11 in.)","on verso, possibly signed by artist, center in green crayon: Wayne Miller / 42; by artist, bottom center in graphite: TR-13223; bottom right printing notes",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/a1330be2-0650-4776-9a2d-2b9291360679/full/full/0/default.jpg,a1330be2-0650-4776-9a2d-2b9291360679,a1330be2-0650-4776-9a2d-2b9291360679
Woman,2021,223659,2021.89.37,"Franklin D. Roosevelt Funeral, Washington, DC","April 15, 1945",gelatin silver print,"image: 34.4 × 27.1 cm (13 9/16 × 10 11/16 in.)
sheet: 35.3 × 27.9 cm (13 7/8 × 11 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, lower right printing notes in graphite; bottom center: TR-13210; center stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.; by unknown hand, bottom left in graphite: 121.110.3.06",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/9d675c0b-8c59-4abf-9e0d-7bc4c1d79722/full/full/0/default.jpg,9d675c0b-8c59-4abf-9e0d-7bc4c1d79722,9d675c0b-8c59-4abf-9e0d-7bc4c1d79722
American,2021,223658,2021.89.36,"Three Children, Naples, Italy",1944,gelatin silver print,"image: 28.3 × 27 cm (11 1/8 × 10 5/8 in.)
sheet: 35.3 × 28 cm (13 7/8 × 11 in.)","on verso, by artist, lower right printing notes in graphite; bottom center: TR-13037",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/3d347a52-986f-4da7-9153-37cf1046cd35/full/full/0/default.jpg,3d347a52-986f-4da7-9153-37cf1046cd35,3d347a52-986f-4da7-9153-37cf1046cd35
American,2021,223657,2021.89.35,"Family in Doorway, Naples, Italy",1944,gelatin silver print,"image: 27.5 × 27.3 cm (10 13/16 × 10 3/4 in.)
sheet: 35.3 × 27.9 cm (13 7/8 × 11 in.)","on verso, by artist, lower right printing notes in graphite; bottom center: TR-13030 C",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/c1055670-a9bb-4355-89ae-c3a806e077d6/full/full/0/default.jpg,c1055670-a9bb-4355-89ae-c3a806e077d6,c1055670-a9bb-4355-89ae-c3a806e077d6
Street,2021,223656,2021.89.34,"Boy, Naples, Italy",1944,gelatin silver print,"image: 27.1 × 27.1 cm (10 11/16 × 10 11/16 in.)
sheet: 35.3 × 27.9 cm (13 7/8 × 11 in.)","on verso, signed by artist, upper center in graphite: Wayne F. Miller; by artist, lower right printing notes in graphite; bottom center: TR-13023; center stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.; by unknown hand, bottom left in graphite: 121.144.3.06",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/08d0ae3e-3ecd-4f4a-8332-d55a18c69c7b/full/full/0/default.jpg,08d0ae3e-3ecd-4f4a-8332-d55a18c69c7b,08d0ae3e-3ecd-4f4a-8332-d55a18c69c7b
Child,2021,223655,2021.89.33,"Child with Infant on His Back behind Barbed Wire. Prison for Suspected Collaborators, Guam",1944,gelatin silver print,"image: 26.7 × 27 cm (10 1/2 × 10 5/8 in.)
sheet: 35.4 × 28 cm (13 15/16 × 11 in.)","on verso, by artist, lower right printing notes in graphite; bottom center: TR-11699",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/e2afae81-f66b-4127-b45e-0164615f8a20/full/full/0/default.jpg,e2afae81-f66b-4127-b45e-0164615f8a20,e2afae81-f66b-4127-b45e-0164615f8a20
American,2021,223654,2021.89.32,"City Dwellers at Water’s Edge, Naples, Italy",1944,gelatin silver print,"image: 30.3 × 26.6 cm (11 15/16 × 10 1/2 in.)
sheet: 35.6 × 27.8 cm (14 × 10 15/16 in.)","on verso, signed by artist, center in black ink: Wayne F. Miller; by artist, top center in graphite: C-585-7; by unknown hand, lower center in graphite: TR-11309; lower right stamped in blue ink: Photograph By Wayne F. Miller; by unknown hand, bottom center in graphite: 121.496.3.08",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/3a936540-feaf-4a9f-9f59-ba1193bd9ed9/full/full/0/default.jpg,3a936540-feaf-4a9f-9f59-ba1193bd9ed9,3a936540-feaf-4a9f-9f59-ba1193bd9ed9
Street,2021,223653,2021.89.31,"Two Boys, Naples, Italy",1944,gelatin silver print,"image: 29.5 × 27.1 cm (11 5/8 × 10 11/16 in.)
sheet: 35.3 × 28 cm (13 7/8 × 11 in.)","on verso, by artist, bottom center printing notes in graphite",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/9712a9b7-28c5-48e7-b80f-59c534211617/full/full/0/default.jpg,9712a9b7-28c5-48e7-b80f-59c534211617,9712a9b7-28c5-48e7-b80f-59c534211617
American,2021,223652,2021.89.30,"Sunset on the USS Saratoga, Watching for Japanese Kamikazes","November, 1943",gelatin silver print,"image: 28.1 × 26.7 cm (11 1/16 × 10 1/2 in.)
sheet: 35.7 × 27.8 cm (14 1/16 × 10 15/16 in.)","on verso, by artist, upper left in graphite: 7289; upper right: W",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/88bb92a0-c61d-41dc-b400-0f61d17dd5cc/full/full/0/default.jpg,88bb92a0-c61d-41dc-b400-0f61d17dd5cc,88bb92a0-c61d-41dc-b400-0f61d17dd5cc
Street,2021,223625,2021.89.3,"Two Boys, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 26.6 × 25.4 cm (10 1/2 × 10 in.)
sheet: 35.3 × 27.8 cm (13 7/8 × 10 15/16 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom center in graphite: 221-3; bottom right: 4-18; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/4cac7e1d-d9bd-45ff-83ec-539c88ab2f32/full/full/0/default.jpg,4cac7e1d-d9bd-45ff-83ec-539c88ab2f32,4cac7e1d-d9bd-45ff-83ec-539c88ab2f32
American,2021,223651,2021.89.29,Carrier Fighters Precede Dive-Bombers in Takeoff to Circle Protectively above the Carrier,1943,gelatin silver print,"image: 27.1 × 26.5 cm (10 11/16 × 10 7/16 in.)
sheet: 35.7 × 27.8 cm (14 1/16 × 10 15/16 in.)","on verso, signed by artist, upper center in graphite: Wayne F. Miller; by artist, upper left in graphite: W / 7272; by unknown hand, bottom right in graphite: 121.273.3.06",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/77cbbfeb-1bf5-4ac2-9ea7-9d0f10795ae5/full/full/0/default.jpg,77cbbfeb-1bf5-4ac2-9ea7-9d0f10795ae5,77cbbfeb-1bf5-4ac2-9ea7-9d0f10795ae5
American,2021,223650,2021.89.28,Wounded Turret Gunner Kenneth Bratton Is Lifted from His Damaged Torpedo-Bomber on Board the Saratoga,"November 5, 1943, printed later",gelatin silver print,"image: 26 × 25.4 cm (10 1/4 × 10 in.)
sheet: 35.4 × 27.9 cm (13 15/16 × 11 in.)","on verso, by unknown hand, top right in graphite: TR 7194",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/8e5fd54b-aa52-4956-8b14-fb2b96e92292/full/full/0/default.jpg,8e5fd54b-aa52-4956-8b14-fb2b96e92292,8e5fd54b-aa52-4956-8b14-fb2b96e92292
American,2021,223649,2021.89.27,"U.S. Naval Training Center, Women's Reserve, Cedar Falls, Iowa","February 1943, printed later",gelatin silver print,"image: 24.7 × 24.7 cm (9 3/4 × 9 3/4 in.)
sheet: 28 × 35.3 cm (11 × 13 7/8 in.)","on verso, signed by artist, upper center in graphite: Wayne F. Miller; by artist, center left in graphite perpendicular: 3005; center stamped in blue ink: © WAYNE F. MILLER; by unknown hand, bottom right in graphite: 121.455.3.07",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/6f7ea7ae-69bc-4aba-acf0-e2373bdb4c9c/full/full/0/default.jpg,6f7ea7ae-69bc-4aba-acf0-e2373bdb4c9c,6f7ea7ae-69bc-4aba-acf0-e2373bdb4c9c
American,2021,223648,2021.89.26,"Naval Air Technical Training Center, Norman, Oklahoma","February 1943, printed later",gelatin silver print,"image: 24.9 × 24.8 cm (9 13/16 × 9 3/4 in.)
sheet: 28 × 35.3 cm (11 × 13 7/8 in.)","on verso, signed by artist, upper center in graphite: Wayne F. Miller; by artist, center left in graphite perpendicular: 2872; center stamped in blue ink: © WAYNE F. MILLER; by unknown hand, bottom right in graphite: 121.454.3.07",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/9ad98e90-ee78-4e92-88a9-dcb018a63409/full/full/0/default.jpg,9ad98e90-ee78-4e92-88a9-dcb018a63409,9ad98e90-ee78-4e92-88a9-dcb018a63409
Aviator,2021,223647,2021.89.25,"Pre-flight School, Future Naval Aviators Watching a Show, Chapel Hill, North Carolina",1942,gelatin silver print,"image: 26.8 × 34.3 cm (10 9/16 × 13 1/2 in.)
sheet: 28.1 × 35.4 cm (11 1/16 × 13 15/16 in.)","on verso, by artist, center left in graphite perpendicular: 0210",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/5866b910-a50c-4270-a9c8-c53a0fa311f4/full/full/0/default.jpg,5866b910-a50c-4270-a9c8-c53a0fa311f4,5866b910-a50c-4270-a9c8-c53a0fa311f4
Woman,2021,223646,2021.89.24,"Peter and Joan Miller Washing Windows, Orinda, California",1951,gelatin silver print,"image: 28.2 × 26.8 cm (11 1/8 × 10 9/16 in.)
sheet: 35.5 × 27.8 cm (14 × 10 15/16 in.)","on verso, possibly by artist, center in graphite: 1415-5",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/cf1d4d77-cbdd-4199-8c01-0ec6884dc654/full/full/0/default.jpg,cf1d4d77-cbdd-4199-8c01-0ec6884dc654,cf1d4d77-cbdd-4199-8c01-0ec6884dc654
Child,2021,223645,2021.89.23,"Joan Miller and Kids at Clothes Line, Chicago, Illinois",1948,gelatin silver print,"image: 19.7 × 19.7 cm (7 3/4 × 7 3/4 in.)
sheet: 25.3 × 20.3 cm (9 15/16 × 8 in.)","on verso, by artist, center in black ink: 869-11",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/a2f9d2b2-7362-4896-9639-9ac220bab8fa/full/full/0/default.jpg,a2f9d2b2-7362-4896-9639-9ac220bab8fa,a2f9d2b2-7362-4896-9639-9ac220bab8fa
Woman,2021,223644,2021.89.22,Joan Miller,1955,gelatin silver print,"image: 24.3 × 16.4 cm (9 9/16 × 6 7/16 in.)
sheet: 25.3 × 17.6 cm (9 15/16 × 6 15/16 in.)","on verso, by artist, center in graphite: 1706-4 [crossed out] / 1668-4; center artist's Magnum Photos stamp in black ink",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/7f556faf-6c91-4d64-a1b9-96a2cdca19fb/full/full/0/default.jpg,7f556faf-6c91-4d64-a1b9-96a2cdca19fb,7f556faf-6c91-4d64-a1b9-96a2cdca19fb
Woman,2021,223643,2021.89.21,"Two Girls Waiting outside a Tavern, Chicago, Illinois","1947, printed later",gelatin silver print,"image: 25.9 × 25.2 cm (10 3/16 × 9 15/16 in.)
sheet: 35.4 × 27.6 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in black ink: Wayne F. Miller; by artist, bottom center in graphite: 495-6; center stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/0e7d78bc-5b15-48b4-aff1-6281c7ecb741/full/full/0/default.jpg,0e7d78bc-5b15-48b4-aff1-6281c7ecb741,0e7d78bc-5b15-48b4-aff1-6281c7ecb741
American,2021,223642,2021.89.20,"Father and Son at Lake Michigan, Chicago, Illinois","1947, printed later",gelatin silver print,"image: 31.6 × 25.2 cm (12 7/16 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in black ink: Wayne F. Miller; by artist, bottom center in graphite: 487-4; bottom center printing notes in graphite; center right stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/a4659432-66be-498e-b38f-15d430e9476a/full/full/0/default.jpg,a4659432-66be-498e-b38f-15d430e9476a,a4659432-66be-498e-b38f-15d430e9476a
Street,2021,223624,2021.89.2,"Storefront, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 27.4 × 25.4 cm (10 13/16 × 10 in.)
sheet: 35.3 × 27.8 cm (13 7/8 × 10 15/16 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom left in graphite: 215-3; bottom right printing notes in graphite; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/658634dd-16f1-4158-8c37-79774f311abd/full/full/0/default.jpg,658634dd-16f1-4158-8c37-79774f311abd,658634dd-16f1-4158-8c37-79774f311abd
American,2021,223641,2021.89.19,"Railroad Passenger Car Maintenance Man. Air Hoses Were Used to Clean the Cars, Chicago, Illinois","1947, printed later",gelatin silver print,"image: 28 × 25.4 cm (11 × 10 in.)
sheet: 35.3 × 27.8 cm (13 7/8 × 10 15/16 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom left in graphite: 486-4; bottom right printing notes in graphite; center stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/38811dd2-c7f8-47ba-8259-5d373cb12345/full/full/0/default.jpg,38811dd2-c7f8-47ba-8259-5d373cb12345,38811dd2-c7f8-47ba-8259-5d373cb12345
Woman,2021,223640,2021.89.18,"Lena Horne Backstage at the Chez Paree, Chicago, Illinois","May 1947, printed later",gelatin silver print,"image: 30.3 × 25.2 cm (11 15/16 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in black ink: Wayne F. Miller; by artist, top center printing notes in graphite inverted; center stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.; by unknown hand, bottom left in graphite: 457-1",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/172dc160-7057-4fe4-8406-6f30d3565c5f/full/full/0/default.jpg,172dc160-7057-4fe4-8406-6f30d3565c5f,172dc160-7057-4fe4-8406-6f30d3565c5f
American,2021,223639,2021.89.17,"“Simple” Was a Character That Poet Langston Hughes Used in His Newspaper Column. Upon Seeing the Man in This Photograph, Hughes Said, “That’s Him”, Chicago, Illinois","1947, printed later",gelatin silver print,"image: 25.9 × 25.2 cm (10 3/16 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom center in graphite: 427-10; center right stamped in black ink: © Wayne F. Miller / Magnum Photos Inc.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/71abb47d-a97e-4b0a-82ac-28fa1f0eb5ae/full/full/0/default.jpg,71abb47d-a97e-4b0a-82ac-28fa1f0eb5ae,71abb47d-a97e-4b0a-82ac-28fa1f0eb5ae
Street,2021,223638,2021.89.16,"Delivery Man and Horse with Nose Bag Rest under Elevated Train Tracks, Chicago, Illinois","1947, printed later",gelatin silver print,"image: 28.9 × 25.4 cm (11 3/8 × 10 in.)
sheet: 35.4 × 27.8 cm (13 15/16 × 10 15/16 in.)","on verso, signed by artist, center in black ink inverted: Wayne F. Miller; by artist, bottom left in graphite: 413-2; bottom right printing notes in graphite; center stamped in black ink inverted: © Wayne F. Miller / Magnum Photos Inc.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/14924ead-7e87-4ecc-af6c-a57959c21cae/full/full/0/default.jpg,14924ead-7e87-4ecc-af6c-a57959c21cae,14924ead-7e87-4ecc-af6c-a57959c21cae
American,2021,223637,2021.89.15,"Street Sweeper in World War II Army Surplus Leather Jacket, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 28.4 × 25.3 cm (11 3/16 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in blue ink: Wayne F. Miller; by artist, bottom center in graphite: 354-7; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/898a91b6-ca17-496c-a43b-5b37c6dccffd/full/full/0/default.jpg,898a91b6-ca17-496c-a43b-5b37c6dccffd,898a91b6-ca17-496c-a43b-5b37c6dccffd
American,2021,223636,2021.89.14,"One-Room Kitchenette, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 25.3 × 32.9 cm (9 15/16 × 12 15/16 in.)
sheet: 27.7 × 35.5 cm (10 7/8 × 14 in.)","on verso, signed by artist, center in blue ink: Wayne F. Miller; by artist, center left in graphite perpendicular: 348-1; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/e7d4fc0d-8123-4649-9d51-38c9599d7837/full/full/0/default.jpg,e7d4fc0d-8123-4649-9d51-38c9599d7837,e7d4fc0d-8123-4649-9d51-38c9599d7837
American,2021,223635,2021.89.13,"Boy Pulling a Cart of Wood, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 26.2 × 25.4 cm (10 5/16 × 10 in.)
sheet: 35.3 × 28 cm (13 7/8 × 11 in.)","on verso, signed by artist, center in blue ink: Wayne F. Miller; by artist, bottom left in graphite: 343-7; bottom center printing notes in graphite; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/3d16197d-71dd-4d09-b1a6-62ce4cd6ff05/full/full/0/default.jpg,3d16197d-71dd-4d09-b1a6-62ce4cd6ff05,3d16197d-71dd-4d09-b1a6-62ce4cd6ff05
American,2021,223634,2021.89.12,"Blind Man with Street Piano, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 32.9 × 25.3 cm (12 15/16 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in graphite inverted: Wayne F. Miller; by artist, top center in graphite inverted: 341-7; center stamped in blue ink inverted: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/35ae260b-578e-4b76-9920-cd2e8226ab0d/full/full/0/default.jpg,35ae260b-578e-4b76-9920-cd2e8226ab0d,35ae260b-578e-4b76-9920-cd2e8226ab0d
American,2021,223633,2021.89.11,"A Tenement on South Indiana Avenue, the Type of Housing for Half of the City’s Black Children, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 24 × 32.8 cm (9 7/16 × 12 15/16 in.)
sheet: 27.8 × 35.3 cm (10 15/16 × 13 7/8 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, center left in graphite perpendicular: 330-2; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/49f64a9a-e64d-4b0b-a7f8-d5b1adb37787/full/full/0/default.jpg,49f64a9a-e64d-4b0b-a7f8-d5b1adb37787,49f64a9a-e64d-4b0b-a7f8-d5b1adb37787
Street,2021,223632,2021.89.10,"Man Waiting on Street, Chicago, Illinois","1946, printed later",gelatin silver print,"image: 33 × 25.2 cm (13 × 9 15/16 in.)
sheet: 35.4 × 27.7 cm (13 15/16 × 10 7/8 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom center in graphite: 294-4; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/9e78eea6-5f8b-4222-9ad7-4fb481478fb6/full/full/0/default.jpg,9e78eea6-5f8b-4222-9ad7-4fb481478fb6,9e78eea6-5f8b-4222-9ad7-4fb481478fb6
Street,2021,223622,2021.89.1,"Striker on Picket Line of Packing House Workers, Chicago, Illinois","March, 1948",gelatin silver print,"image: 30.1 × 25.6 cm (11 7/8 × 10 1/16 in.)
sheet: 35.4 × 27.8 cm (13 15/16 × 10 15/16 in.)","on verso, signed by artist, center in graphite: Wayne F. Miller; by artist, bottom left in graphite: 213-6; bottom center printing notes in graphite; center stamped in blue ink: © WAYNE F. MILLER / MAGNUM PHOTOS INC.",,Wayne Miller,"Estate of Wayne Miller, Orinda, CA; Jeanette Miller, Lafayette, CA; gift to NGA, 2021.",Gift of Wayne F. Miller Family,Photograph,,https://api.nga.gov/iiif/f5a9d891-b057-46a0-b116-56f93d00b6a2/full/full/0/default.jpg,f5a9d891-b057-46a0-b116-56f93d00b6a2,f5a9d891-b057-46a0-b116-56f93d00b6a2
